mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
J,30109,-57.852283,21.920891,-0.120178,0.294489,0.318067,-0.409641,0.912247,3.500000,0.684566,-0.210926,-0.697767,0.166224,0.977172,-0.132307,
J,30200,-57.981731,22.211620,-0.129448,0.290730,0.318246,-0.438374,0.898792,3.500000,0.686228,-0.210997,-0.696112,0.166217,0.977170,-0.132331,
J,30290,-58.121189,22.497561,-0.139458,0.285940,0.318136,-0.466675,0.884428,3.500000,0.689422,-0.211138,-0.692906,0.166214,0.977164,-0.132378,
J,30381,-58.269577,22.778992,-0.148388,0.281431,0.318155,-0.494495,0.869179,3.500000,0.694133,-0.211352,-0.688121,0.166218,0.977152,-0.132456,
J,30472,-58.426716,23.055603,-0.157139,0.276611,0.318130,-0.521820,0.853056,3.500000,0.698515,-0.211563,-0.683607,0.166222,0.977138,-0.132557,
J,30563,-58.592457,23.327133,-0.165741,0.271530,0.318117,-0.548622,0.836071,3.500000,0.702484,-0.211765,-0.679465,0.167703,0.977077,-0.131136,
J,30654,-58.766674,23.593365,-0.174217,0.266232,0.318168,-0.574879,0.818239,3.500000,0.705384,-0.211923,-0.676404,0.167715,0.977063,-0.131221,
J,30745,-58.949158,23.853979,-0.182484,0.260614,0.318151,-0.600552,0.799587,3.500000,0.705620,-0.211936,-0.676154,0.167719,0.977062,-0.131225,
J,30836,-59.139771,24.108770,-0.190613,0.254791,0.318201,-0.625622,0.780127,3.500000,0.705620,-0.211936,-0.676154,0.167719,0.977062,-0.131225,
J,30927,-59.338177,24.357311,-0.198406,0.248541,0.318021,-0.650051,0.759892,3.500000,0.702268,-0.211762,-0.679689,0.167631,0.977078,-0.131216,
J,31018,-59.544476,24.599705,-0.206299,0.242393,0.318298,-0.673843,0.738876,3.500000,0.697118,-0.211506,-0.685049,0.167472,0.977100,-0.131253,
J,31109,-59.758137,24.835337,-0.213661,0.235632,0.318078,-0.696941,0.717129,3.500000,0.690846,-0.211198,-0.691467,0.164702,0.977210,-0.133920,
J,31200,-59.979248,25.064297,-0.221111,0.228960,0.318297,-0.719349,0.694647,3.500000,0.683223,-0.204185,-0.701081,0.155765,0.978764,-0.133261,
J,31290,-60.208046,25.285244,-0.228798,0.220947,0.318066,-0.741020,0.671482,3.500000,0.676214,-0.194932,-0.710448,0.148664,0.980626,-0.127563,
J,31381,-60.443745,25.498960,-0.235699,0.213717,0.318164,-0.761951,0.647633,3.500000,0.669853,-0.190923,-0.717527,0.145899,0.981380,-0.124926,
J,31472,-60.686020,25.705151,-0.242275,0.206190,0.318138,-0.782116,0.623133,3.500000,0.662932,-0.193022,-0.723370,0.145689,0.980983,-0.128246,
J,31563,-60.934689,25.903656,-0.248669,0.198505,0.318183,-0.801495,0.598000,3.500000,0.657815,-0.199202,-0.726359,0.149838,0.979726,-0.132988,
J,31654,-61.189388,26.094193,-0.254700,0.190536,0.318082,-0.820061,0.572277,3.500000,0.657237,-0.202888,-0.725862,0.152313,0.978969,-0.135722,
J,31745,-61.450066,26.276720,-0.260677,0.182528,0.318228,-0.837811,0.545961,3.500000,0.656515,-0.207429,-0.725232,0.155361,0.978017,-0.139089,
J,31836,-61.716290,26.450928,-0.266224,0.174208,0.318156,-0.854713,0.519098,3.500000,0.656620,-0.207760,-0.725042,0.155576,0.977948,-0.139336,
J,31927,-61.987728,26.616611,-0.271439,0.165684,0.318009,-0.870747,0.491734,3.500000,0.657917,-0.207799,-0.723854,0.155563,0.977948,-0.139350,
J,32018,-62.264435,26.773800,-0.276707,0.157188,0.318237,-0.885914,0.463852,3.500000,0.660061,-0.207865,-0.721880,0.155526,0.977948,-0.139392,
J,32109,-62.545876,26.922186,-0.281441,0.148386,0.318162,-0.900185,0.435507,3.500000,0.664151,-0.207994,-0.718082,0.155452,0.977946,-0.139487,
J,32200,-62.831886,27.061676,-0.286011,0.139490,0.318213,-0.913548,0.406729,3.500000,0.667788,-0.208115,-0.714666,0.155392,0.977942,-0.139583,
J,32290,-63.122414,27.191029,-0.290527,0.129353,0.318022,-0.925987,0.377550,3.500000,0.671019,-0.208231,-0.711599,0.155355,0.977935,-0.139671,
J,32381,-63.417027,27.311258,-0.294613,0.120230,0.318201,-0.937504,0.347979,3.500000,0.673521,-0.208322,-0.709204,0.155345,0.977928,-0.139727,
J,32472,-63.715286,27.422180,-0.298260,0.110922,0.318218,-0.948074,0.318050,3.500000,0.673521,-0.208322,-0.709204,0.155345,0.977928,-0.139727,
J,32563,-64.016792,27.523645,-0.301506,0.101465,0.318121,-0.957687,0.287813,3.500000,0.673521,-0.208322,-0.709204,0.155345,0.977928,-0.139727,
J,32654,-64.321404,27.615612,-0.304611,0.091967,0.318192,-0.966339,0.257277,3.500000,0.673521,-0.208322,-0.709204,0.155345,0.977928,-0.139727,
J,32745,-64.628723,27.697952,-0.307320,0.082340,0.318159,-0.974014,0.226486,3.500000,0.673896,-0.205991,-0.709529,0.153740,0.978422,-0.138036,
J,32836,-64.938454,27.770596,-0.309731,0.072643,0.318135,-0.980713,0.195469,3.500000,0.674690,-0.200965,-0.710216,0.150280,0.979467,-0.134391,
J,32927,-65.250252,27.833462,-0.311798,0.062866,0.318073,-0.986420,0.164257,3.500000,0.675819,-0.193524,-0.711208,0.145155,0.980964,-0.128995,
J,33018,-65.563950,27.886517,-0.313698,0.053055,0.318153,-0.991135,0.132885,3.500000,0.676956,-0.184033,-0.712644,0.138583,0.982789,-0.122153,
J,33109,-65.879219,27.929703,-0.315269,0.043186,0.318214,-0.994850,0.101360,3.500000,0.677961,-0.176235,-0.713659,0.133202,0.984217,-0.116509,
J,33200,-66.195602,27.962954,-0.316383,0.033251,0.318126,-0.997566,0.069748,3.500000,0.679003,-0.168330,-0.714576,0.127757,0.985600,-0.110777,
J,33290,-66.512962,27.985144,-0.317360,0.022190,0.318135,-0.999275,0.038071,3.500000,0.679343,-0.165667,-0.714876,0.125923,0.986051,-0.108845,
J,33381,-66.830971,27.997360,-0.318008,0.012217,0.318243,-0.999977,0.006338,3.500000,0.679706,-0.165675,-0.714529,0.125923,0.986051,-0.108846,
J,33472,-67.149055,27.999578,-0.318085,0.002218,0.318092,-0.999680,-0.025387,3.500000,0.680696,-0.165698,-0.713580,0.125929,0.986051,-0.108842,
J,33563,-67.467163,27.991802,-0.318108,-0.007776,0.318203,-0.998367,-0.057096,3.500000,0.680696,-0.165698,-0.713580,0.125929,0.986051,-0.108842,
J,33654,-67.784714,27.974047,-0.317551,-0.017756,0.318047,-0.996056,-0.088734,3.500000,0.681306,-0.165711,-0.712995,0.125927,0.986051,-0.108844,
J,33745,-68.101753,27.946308,-0.317039,-0.027739,0.318251,-0.992737,-0.120306,3.500000,0.685291,-0.170628,-0.707999,0.129215,0.985229,-0.112370,
J,33836,-68.417641,27.908638,-0.315887,-0.037670,0.318126,-0.988419,-0.151741,3.500000,0.692743,-0.178590,-0.698722,0.134555,0.983848,-0.118062,
J,33927,-68.732246,27.861053,-0.314606,-0.047585,0.318184,-0.983109,-0.183027,3.500000,0.702506,-0.181136,-0.688241,0.138247,0.983379,-0.117700,
J,34018,-69.045090,27.803633,-0.312843,-0.057421,0.318069,-0.976807,-0.214121,3.500000,0.726611,-0.180809,-0.662830,0.138174,0.983495,-0.116811,
J,34109,-69.356102,27.736387,-0.311012,-0.067245,0.318199,-0.969521,-0.245012,3.500000,0.758648,-0.179306,-0.626340,0.134539,0.983777,-0.118672,
J,34200,-69.664833,27.659407,-0.308731,-0.076981,0.318184,-0.961258,-0.275650,3.500000,0.775668,-0.170205,-0.607757,0.126988,0.985346,-0.113878,
J,34290,-69.970688,27.571703,-0.305855,-0.087704,0.318181,-0.952034,-0.306004,3.500000,0.786726,-0.156528,-0.597127,0.116319,0.987579,-0.105627,
J,34381,-70.273636,27.474436,-0.302948,-0.097267,0.318180,-0.941841,-0.336061,3.500000,0.812057,-0.143293,-0.565713,0.106421,0.989492,-0.097873,
J,34472,-70.573303,27.367725,-0.299667,-0.106710,0.318100,-0.930702,-0.365772,3.500000,0.837238,-0.133117,-0.530389,0.098894,0.990784,-0.092558,
J,34563,-70.869499,27.251642,-0.296196,-0.116083,0.318131,-0.918633,-0.395117,3.500000,0.863205,-0.123162,-0.489600,0.091529,0.991894,-0.088144,
J,34654,-71.161896,27.126318,-0.292397,-0.125324,0.318122,-0.905632,-0.424057,3.500000,0.885214,-0.115565,-0.450600,0.085928,0.992603,-0.085765,
J,34745,-71.450233,26.991863,-0.288338,-0.134455,0.318146,-0.891724,-0.452579,3.500000,0.894462,-0.114676,-0.432189,0.086405,0.992664,-0.084567,
J,34836,-71.734169,26.848436,-0.283936,-0.143427,0.318105,-0.876915,-0.480646,3.500000,0.896056,-0.114533,-0.428913,0.086548,0.992678,-0.084266,
J,34927,-72.013489,26.696144,-0.279320,-0.152292,0.318139,-0.861229,-0.508221,3.500000,0.893116,-0.114755,-0.434942,0.086503,0.992680,-0.084282,
J,35018,-72.288002,26.535082,-0.274513,-0.161062,0.318274,-0.844666,-0.535297,3.500000,0.889246,-0.115026,-0.442731,0.086460,0.992686,-0.084251,
J,35109,-72.557121,26.365614,-0.269119,-0.169468,0.318032,-0.827255,-0.561827,3.500000,0.879289,-0.115655,-0.462033,0.086292,0.992700,-0.084270,
J,35200,-72.820892,26.187695,-0.263771,-0.177919,0.318167,-0.809021,-0.587784,3.500000,0.848709,-0.114314,-0.516358,0.083595,0.993083,-0.082453,
J,35290,-73.078362,26.000635,-0.257469,-0.187059,0.318248,-0.789955,-0.613163,3.500000,0.770593,-0.112545,-0.627312,0.084680,0.993638,-0.074245,
J,35381,-73.329781,25.805609,-0.251419,-0.195026,0.318193,-0.770096,-0.637924,3.500000,0.663094,-0.108235,-0.740670,0.093605,0.993713,-0.061412,
J,35472,-73.574905,25.602818,-0.245125,-0.202791,0.318136,-0.749474,-0.662033,3.500000,0.571417,-0.100682,-0.814460,0.102647,0.993421,-0.050788,
J,35563,-73.813576,25.392397,-0.238670,-0.210421,0.318183,-0.728088,-0.685480,3.500000,0.494109,-0.089186,-0.864813,0.104610,0.993596,-0.042698,
J,35654,-74.045387,25.174711,-0.231812,-0.217686,0.317999,-0.705986,-0.708223,3.500000,0.457109,-0.084182,-0.885418,0.104020,0.993739,-0.040779,
J,35745,-74.270386,24.949713,-0.224998,-0.224998,0.318196,-0.683151,-0.730274,3.500000,0.447100,-0.083503,-0.890578,0.104070,0.993728,-0.040927,
J,35836,-74.488136,24.717825,-0.217751,-0.231888,0.318099,-0.659637,-0.751581,3.500000,0.449292,-0.087179,-0.889121,0.105630,0.993431,-0.044029,
J,35927,-74.698570,24.479136,-0.210434,-0.238689,0.318206,-0.635460,-0.772131,3.500000,0.454150,-0.087581,-0.886610,0.105619,0.993432,-0.044031,
J,36018,-74.901367,24.233988,-0.202797,-0.245148,0.318157,-0.610649,-0.791904,3.500000,0.461878,-0.088246,-0.882542,0.105555,0.993435,-0.044092,
J,36109,-75.096382,23.982578,-0.195015,-0.251410,0.318179,-0.585213,-0.810881,3.500000,0.471512,-0.089159,-0.877341,0.105414,0.993441,-0.044304,
J,36200,-75.283356,23.725233,-0.186974,-0.257345,0.318097,-0.559189,-0.829039,3.500000,0.480509,-0.090021,-0.872358,0.105255,0.993447,-0.044540,
J,36290,-75.461334,23.461361,-0.177979,-0.263872,0.318284,-0.585213,-0.810879,3.500000,0.487720,-0.090603,-0.868286,0.105143,0.993456,-0.044605,
J,36381,-75.647377,23.203407,-0.186043,-0.257954,0.318044,-0.610649,-0.791899,3.500000,0.488622,-0.090669,-0.867772,0.105132,0.993458,-0.044604,
J,36472,-75.841568,22.951248,-0.194191,-0.252159,0.318268,-0.635475,-0.772120,3.500000,0.485594,-0.090468,-0.869491,0.105142,0.993454,-0.044647,
J,36563,-76.043442,22.705496,-0.201874,-0.245752,0.318037,-0.659645,-0.751575,3.500000,0.468931,-0.089466,-0.878692,0.104880,0.993458,-0.045179,
J,36654,-76.252975,22.466143,-0.209534,-0.239353,0.318111,-0.683159,-0.730272,3.500000,0.428725,-0.089861,-0.898955,0.101130,0.993561,-0.051087,
J,36745,-76.470024,22.233389,-0.217049,-0.232754,0.318252,-0.705986,-0.708223,3.500000,0.359352,-0.095186,-0.928335,0.100896,0.992916,-0.062752,
J,36836,-76.694221,22.007624,-0.224197,-0.225765,0.318174,-0.728111,-0.685459,3.500000,0.294563,-0.098859,-0.950505,0.101408,0.992252,-0.071775,
J,36927,-76.925308,21.789103,-0.231087,-0.218521,0.318045,-0.749481,-0.662024,3.500000,0.231084,-0.095888,-0.968197,0.098654,0.992312,-0.074730,
J,37018,-77.163254,21.577848,-0.237946,-0.211254,0.318192,-0.770111,-0.637913,3.500000,0.181670,-0.093677,-0.978887,0.091255,0.992763,-0.078069,
J,37109,-77.407677,21.374203,-0.244423,-0.203646,0.318142,-0.789963,-0.613153,3.500000,0.150422,-0.092603,-0.984275,0.083906,0.993207,-0.080620,
J,37200,-77.658447,21.178282,-0.250771,-0.195921,0.318231,-0.809029,-0.587774,3.500000,0.121289,-0.095434,-0.988019,0.074108,0.993460,-0.086862,
J,37290,-77.915871,20.991253,-0.257423,-0.187029,0.318193,-0.827263,-0.561811,3.500000,0.095191,-0.101565,-0.990264,0.061143,0.993500,-0.096019,
J,37381,-78.179024,20.812424,-0.263153,-0.178829,0.318166,-0.844681,-0.535276,3.500000,0.066271,-0.109338,-0.991793,0.043617,0.993345,-0.106594,
J,37472,-78.447662,20.641949,-0.268639,-0.170475,0.318164,-0.861237,-0.508207,3.500000,0.037139,-0.116103,-0.992543,0.028713,0.992942,-0.115075,
J,37563,-78.721481,20.480017,-0.273819,-0.161932,0.318118,-0.876923,-0.480631,3.500000,0.019592,-0.116394,-0.993010,0.021296,0.993024,-0.115975,
J,37654,-79.000191,20.326797,-0.278709,-0.153219,0.318049,-0.891731,-0.452572,3.500000,0.008869,-0.119164,-0.992835,0.017705,0.992737,-0.118994,
J,37745,-79.283722,20.182333,-0.283531,-0.144464,0.318214,-0.905640,-0.424046,3.500000,-0.003397,-0.126947,-0.991904,0.021500,0.991671,-0.126991,
J,37836,-79.571579,20.046885,-0.287857,-0.135448,0.318132,-0.918640,-0.395100,3.500000,-0.018637,-0.127271,-0.991693,0.035564,0.991153,-0.127870,
J,37927,-79.863464,19.920574,-0.291885,-0.126310,0.318043,-0.930710,-0.365761,3.500000,-0.040161,-0.128835,-0.990853,0.047815,0.990269,-0.130697,
J,38018,-80.159462,19.803387,-0.295998,-0.117188,0.318351,-0.941849,-0.336035,3.500000,-0.090115,-0.167782,-0.981697,0.023250,0.985084,-0.170495,
J,38109,-80.458694,19.695660,-0.299232,-0.107727,0.318033,-0.952034,-0.305990,3.500000,-0.206452,-0.232918,-0.950330,-0.023082,0.972143,-0.233250,
J,38200,-80.761261,19.597349,-0.302567,-0.098310,0.318137,-0.961266,-0.275637,3.500000,-0.421825,-0.335882,-0.842168,-0.096214,0.940189,-0.326783,
J,38290,-81.067169,19.509632,-0.305908,-0.087717,0.318236,-0.969528,-0.244989,3.500000,-0.598364,-0.418289,-0.683371,-0.161570,0.898380,-0.408423,
J,38381,-81.375580,19.431595,-0.308411,-0.078037,0.318130,-0.976807,-0.214108,3.500000,-0.721175,-0.459314,-0.518591,-0.229071,0.864596,-0.447213,
J,38472,-81.686256,19.363291,-0.310677,-0.068304,0.318096,-0.983109,-0.183014,3.500000,-0.805214,-0.467690,-0.364550,-0.297888,0.850603,-0.433287,
J,38563,-81.999039,19.304756,-0.312782,-0.058535,0.318212,-0.988419,-0.151728,3.500000,-0.833878,-0.478679,-0.274797,-0.356488,0.847179,-0.393960,
J,38654,-82.313484,19.256081,-0.314445,-0.048676,0.318191,-0.992737,-0.120285,3.500000,-0.836512,-0.491522,-0.242185,-0.391838,0.845547,-0.362648,
J,38745,-82.629211,19.217316,-0.315727,-0.038765,0.318098,-0.992737,-0.120302,3.500000,-0.835443,-0.507125,-0.211798,-0.418866,0.837051,-0.351989,
J,38836,-82.945129,19.179642,-0.315918,-0.037674,0.318156,-0.988419,-0.151739,3.500000,-0.834803,-0.524834,-0.166294,-0.452228,0.825959,-0.336572,
J,38927,-83.259773,19.132051,-0.314644,-0.047590,0.318223,-0.983109,-0.183033,3.500000,-0.859034,-0.510116,-0.042918,-0.479683,0.831388,-0.280530,
J,39018,-83.572594,19.074636,-0.312820,-0.057415,0.318046,-0.976807,-0.214123,3.500000,-0.886593,-0.427436,0.176779,-0.457905,0.865088,-0.204806,
J,39109,-83.883667,19.007374,-0.311073,-0.067263,0.318262,-0.969521,-0.245016,3.500000,-0.853402,-0.311273,0.418108,-0.395324,0.909305,-0.129940,
J,39200,-84.192291,18.930422,-0.308624,-0.076952,0.318073,-0.961258,-0.275646,3.500000,-0.786964,-0.232910,0.571350,-0.345129,0.933763,-0.094727,
J,39290,-84.498138,18.842722,-0.305847,-0.087700,0.318173,-0.952026,-0.306009,3.500000,-0.710641,-0.184345,0.678974,-0.311410,0.947796,-0.068602,
J,39381,-84.801079,18.745455,-0.302940,-0.097267,0.318173,-0.941841,-0.336056,3.500000,-0.616728,-0.150651,0.772626,-0.286595,0.957124,-0.042142,
J,39472,-85.100792,18.638729,-0.299713,-0.106726,0.318148,-0.930710,-0.365767,3.500000,-0.547267,-0.137298,0.825620,-0.278708,0.960048,-0.025090,
J,39563,-85.397011,18.522640,-0.296219,-0.116089,0.318154,-0.918633,-0.395117,3.500000,-0.511266,-0.129788,0.849566,-0.271086,0.962420,-0.016110,
J,39654,-85.689354,18.397337,-0.292343,-0.125303,0.318065,-0.905632,-0.424059,3.500000,-0.504032,-0.130987,0.853694,-0.257279,0.966330,-0.003631,
J,39745,-85.977661,18.262897,-0.288307,-0.134439,0.318112,-0.891724,-0.452576,3.500000,-0.504877,-0.128413,0.853586,-0.246407,0.969166,0.000056,
J,39836,-86.261665,18.119438,-0.284004,-0.143459,0.318181,-0.876915,-0.480642,3.500000,-0.506399,-0.126106,0.853029,-0.238577,0.971122,0.001934,
J,39927,-86.540977,17.967152,-0.279312,-0.152287,0.318130,-0.861221,-0.508224,3.500000,-0.491275,-0.132150,0.860921,-0.239363,0.970850,0.012434,
J,40018,-86.815331,17.806190,-0.274353,-0.160961,0.318085,-0.844666,-0.535292,3.500000,-0.474579,-0.141680,0.868735,-0.246276,0.968915,0.023481,
J,40109,-87.084618,17.636608,-0.269287,-0.169582,0.318235,-0.827255,-0.561825,3.500000,-0.497943,-0.136529,0.856395,-0.247672,0.968788,0.010441,
J,40200,-87.348396,17.458683,-0.263779,-0.177925,0.318177,-0.809013,-0.587786,3.500000,-0.690456,-0.163781,0.704589,-0.252154,0.967432,-0.022217,
J,40290,-87.605820,17.271654,-0.257423,-0.187029,0.318193,-0.789955,-0.613165,3.500000,-0.912977,-0.204657,0.352972,-0.245741,0.966407,-0.075287,
J,40381,-87.857246,17.076628,-0.251427,-0.195026,0.318199,-0.770103,-0.637915,3.500000,-0.959065,-0.212178,-0.187547,-0.185442,0.971089,-0.150323,
J,40472,-88.102409,16.873810,-0.245163,-0.202818,0.318182,-0.749474,-0.662031,3.500000,-0.693019,-0.207717,-0.690347,-0.120402,0.977491,-0.173247,
J,40563,-88.340981,16.663481,-0.238571,-0.210329,0.318048,-0.728104,-0.685471,3.500000,-0.259824,-0.154890,-0.953153,-0.096449,0.986279,-0.133981,
J,40654,-88.572960,16.445637,-0.231979,-0.217844,0.318230,-0.705978,-0.708237,3.500000,0.062651,-0.090250,-0.993947,-0.092024,0.991138,-0.095795,
J,40745,-88.797913,16.220673,-0.224953,-0.224964,0.318139,-0.683151,-0.730279,3.500000,0.288681,-0.038756,-0.956641,-0.090398,0.993613,-0.067533,
J,40836,-89.015717,15.988729,-0.217804,-0.231943,0.318176,-0.659637,-0.751585,3.500000,0.393584,-0.034908,-0.918625,-0.077877,0.994421,-0.071155,
J,40927,-89.226089,15.750101,-0.210373,-0.238628,0.318120,-0.635452,-0.772139,3.500000,0.413313,-0.043142,-0.909567,-0.060828,0.995338,-0.074851,
J,41018,-89.428825,15.505035,-0.202736,-0.245066,0.318055,-0.610641,-0.791908,3.500000,0.412746,-0.045296,-0.909719,-0.044471,0.996570,-0.069797,
J,41109,-89.623863,15.253585,-0.195038,-0.251451,0.318225,-0.585213,-0.810881,3.500000,0.429428,-0.062321,-0.900948,-0.019152,0.996763,-0.078077,
J,41200,-89.810867,14.996187,-0.187004,-0.257398,0.318157,-0.559181,-0.829043,3.500000,0.460184,-0.089032,-0.883348,0.005382,0.995221,-0.097503,
J,41290,-89.988785,14.732420,-0.177917,-0.263767,0.318163,-0.532600,-0.846366,3.500000,0.480324,-0.101981,-0.871142,0.027802,0.994489,-0.101091,
J,41381,-90.158325,14.463192,-0.169540,-0.269228,0.318163,-0.505486,-0.862835,3.500000,0.469813,-0.106046,-0.876373,0.043711,0.994335,-0.096888,
J,41472,-90.319321,14.188773,-0.160995,-0.274419,0.318159,-0.477852,-0.878442,3.500000,0.399524,-0.118789,-0.908994,0.068348,0.992669,-0.099683,
J,41563,-90.471603,13.909469,-0.152283,-0.279305,0.318121,-0.449738,-0.893162,3.500000,0.312217,-0.127591,-0.941404,0.094094,0.990221,-0.103001,
J,41654,-90.615089,13.625400,-0.143486,-0.284069,0.318251,-0.421158,-0.906985,3.500000,0.229688,-0.130414,-0.964487,0.118444,0.987362,-0.105300,
J,41745,-90.749481,13.337190,-0.134392,-0.288210,0.318003,-0.392197,-0.919882,3.500000,0.147672,-0.125178,-0.981083,0.139228,0.984712,-0.104685,
J,41836,-90.874786,13.044830,-0.125305,-0.292359,0.318081,-0.386353,-0.922352,3.500000,0.085042,-0.119328,-0.989206,0.154762,0.982336,-0.105194,
J,41927,-90.997086,12.751041,-0.122299,-0.293789,0.318228,-0.415413,-0.909632,3.500000,0.031224,-0.115208,-0.992851,0.165284,0.980254,-0.108549,
J,42018,-91.128532,12.461269,-0.131447,-0.289772,0.318192,-0.444069,-0.895992,3.500000,-0.003782,-0.133303,-0.991068,0.167679,0.976959,-0.132045,
J,42109,-91.269005,12.175797,-0.140472,-0.285473,0.318162,-0.472275,-0.881450,3.500000,-0.020667,-0.151905,-0.988179,0.167606,0.973876,-0.153211,
J,42200,-91.418343,11.894935,-0.149338,-0.280862,0.318096,-0.500008,-0.866020,3.500000,-0.041065,-0.186350,-0.981625,0.170407,0.966753,-0.190655,
J,42290,-91.577461,11.619337,-0.159119,-0.275598,0.318234,-0.527229,-0.849723,3.500000,-0.068098,-0.219153,-0.973311,0.184835,0.955916,-0.228169,
J,42381,-91.745056,11.349032,-0.167595,-0.270305,0.318045,-0.553917,-0.832574,3.500000,-0.091785,-0.241388,-0.966078,0.201317,0.945642,-0.255408,
J,42472,-91.921204,11.083905,-0.176147,-0.265127,0.318309,-0.580070,-0.814569,3.500000,-0.103321,-0.248760,-0.963039,0.211552,0.940571,-0.265653,
J,42563,-92.105469,10.824626,-0.184265,-0.259279,0.318087,-0.605614,-0.795762,3.500000,-0.112982,-0.247443,-0.962293,0.216390,0.939119,-0.266890,
J,42654,-92.297813,10.571223,-0.192345,-0.253403,0.318134,-0.630554,-0.776147,3.500000,-0.122570,-0.245117,-0.961714,0.222338,0.937609,-0.267311,
J,42745,-92.498016,10.323997,-0.200203,-0.247227,0.318123,-0.654869,-0.755745,3.500000,-0.123450,-0.244896,-0.961658,0.225545,0.936784,-0.267515,
J,42836,-92.705948,10.083108,-0.207932,-0.240889,0.318218,-0.678520,-0.734578,3.500000,-0.123450,-0.244907,-0.961655,0.219769,0.938257,-0.267161,
J,42927,-92.921288,9.848937,-0.215340,-0.234171,0.318131,-0.701485,-0.712687,3.500000,-0.123450,-0.244907,-0.961655,0.215414,0.939347,-0.266879,
J,43018,-93.143806,9.621711,-0.222519,-0.227226,0.318035,-0.723724,-0.690087,3.500000,-0.123644,-0.245852,-0.961389,0.212757,0.939726,-0.267675,
J,43109,-93.373421,9.401510,-0.229614,-0.220201,0.318137,-0.745262,-0.666769,3.500000,-0.124626,-0.250688,-0.960013,0.212132,0.938452,-0.272596,
J,43200,-93.609940,9.188551,-0.236519,-0.212959,0.318265,-0.766052,-0.642779,3.500000,-0.125583,-0.255500,-0.958618,0.211506,0.937158,-0.277489,
J,43290,-93.853676,8.984035,-0.243736,-0.204516,0.318173,-0.786057,-0.618156,3.500000,-0.125647,-0.255816,-0.958525,0.211465,0.937072,-0.277811,
J,43381,-94.103676,8.787307,-0.250000,-0.196728,0.318122,-0.805275,-0.592905,3.500000,-0.128422,-0.255214,-0.958318,0.210847,0.937201,-0.277845,
J,43472,-94.359787,8.598486,-0.256111,-0.188821,0.318192,-0.823677,-0.567058,3.500000,-0.129094,-0.255069,-0.958266,0.210605,0.937255,-0.277848,
J,43563,-94.621689,8.417816,-0.261902,-0.180670,0.318173,-0.841255,-0.540639,3.500000,-0.129094,-0.255069,-0.958267,0.210605,0.937255,-0.277848,
J,43654,-94.889122,8.245470,-0.267433,-0.172346,0.318157,-0.857986,-0.513672,3.500000,-0.129205,-0.255666,-0.958092,0.210525,0.937093,-0.278453,
J,43745,-95.161819,8.081617,-0.272697,-0.163853,0.318138,-0.873856,-0.486186,3.500000,-0.129205,-0.255666,-0.958092,0.210525,0.937093,-0.278453,
J,43836,-95.439476,7.926445,-0.277657,-0.155172,0.318075,-0.888840,-0.458222,3.500000,-0.129205,-0.255666,-0.958092,0.210525,0.937093,-0.278453,
J,43927,-95.721916,7.780043,-0.282440,-0.146403,0.318129,-0.902924,-0.429796,3.500000,-0.129205,-0.255666,-0.958092,0.210525,0.937093,-0.278453,
J,44018,-96.008842,7.642571,-0.286926,-0.137472,0.318159,-0.916107,-0.400928,3.500000,-0.129205,-0.255666,-0.958092,0.210525,0.937093,-0.278453,
J,44109,-96.299889,7.514203,-0.291046,-0.128368,0.318098,-0.928368,-0.371664,3.500000,-0.129205,-0.255666,-0.958092,0.210525,0.937093,-0.278453,
J,44200,-96.594963,7.394987,-0.295074,-0.119215,0.318247,-0.939697,-0.342014,3.500000,-0.128731,-0.253295,-0.958786,0.210841,0.937735,-0.276042,
J,44290,-96.893921,7.286178,-0.298958,-0.108809,0.318143,-0.950073,-0.312034,3.500000,-0.128731,-0.253295,-0.958786,0.210841,0.937735,-0.276042,
J,44381,-97.196144,7.186810,-0.302223,-0.099368,0.318140,-0.959496,-0.281735,3.500000,-0.128731,-0.253295,-0.958786,0.210841,0.937735,-0.276042,
J,44472,-97.501526,7.096932,-0.305382,-0.089878,0.318333,-0.967949,-0.251135,3.500000,-0.128731,-0.253295,-0.958786,0.210841,0.937735,-0.276042,
J,44563,-97.809357,7.016752,-0.307831,-0.080181,0.318102,-0.975433,-0.220300,3.500000,-0.128731,-0.253295,-0.958786,0.210841,0.937735,-0.276042,
J,44654,-98.119476,6.946298,-0.310120,-0.070454,0.318022,-0.981926,-0.189251,3.500000,-0.128731,-0.253295,-0.958786,0.210841,0.937735,-0.276042,
J,44745,-98.431770,6.885593,-0.312294,-0.060704,0.318139,-0.987442,-0.158001,3.500000,-0.128731,-0.253295,-0.958786,0.210841,0.937735,-0.276042,
J,44836,-98.745872,6.834721,-0.314102,-0.050872,0.318195,-0.991959,-0.126585,3.500000,-0.128731,-0.253295,-0.958786,0.210841,0.937735,-0.276042,
J,44927,-99.061356,6.793749,-0.315483,-0.040972,0.318132,-0.995476,-0.095051,3.500000,-0.128731,-0.253295,-0.958786,0.210841,0.937735,-0.276042,
J,45018,-99.377945,6.762708,-0.316589,-0.031041,0.318107,-0.997986,-0.063425,3.500000,-0.128731,-0.253295,-0.958786,0.210841,0.937735,-0.276042,
